No,Title,Address,Phone,Rating,Reviews,Type,Hours
65,Kopi Kenangan - Lippo Plaza Jogja,"Lippo Plaza Jogja, Jl. Laksda Adisucipto No.32-34 Ground Floor, Demangan, Gondokusuman, Yogyakarta City, Special Region of Yogyakarta 55221",8170110206,4.3,86,Cafe,"{Monday, 12.00 am–8.00 pm; Tuesday, 12.00 am–8.00 pm; Wednesday, 12.00 am–8.00 pm; Thursday, 12.00 am–8.00 pm; Friday, 12.00 am–8.00 pm; Saturday, 12.00 am–8.00 pm; Sunday, 12.00 am–8.00 pm}"
66,Kopi Kenangan - Ramai Malioboro,"Ramai Malioboro, Jl. Jend. Ahmad Yani No.73 Ground Floor, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",8170110220,4.6,972,Cafe,Open 24 Hours
67,Kopi Kenangan - Ruko Taman Siswa Yogyakarta,"Jl. Taman Siswa No.151, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",817439816,4.5,362,Cafe,Open 24 Hours
68,Kopi Kenangan - SPBU Pertamina COCO Adisucipto,"SPBU Pertamina COCO, Jl. Laksda Adisucipto No.01 41.552, Ngentak, Caturtunggal, Container, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55282",8176562256,4.4,153,Cafe,Open 24 Hours
69,Kopi Kenangan - SPBU Terban Yogyakarta,"SPBU, SPBU Pertamina 44, Jl. C. Simanjuntak No.17 552, RW.06, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",,4.2,80,Cafe,Open 24 Hours
70,Kopi Kenangan - SPBU Timoho Yogyakarta,"Jl. Ipda Tut Harsono No.28, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165",81882883959,4.3,23,Cafe,"{Monday, 6.00 am–12.00 am; Tuesday, 6.00 am–12.00 am; Wednesday, 6.00 am–12.00 am; Thursday, 6.00 am–12.00 am; Friday, 6.00 am–12.00 am; Saturday, 6.00 am–12.00 am; Sunday, 6.00 am–12.00 am}"
71,Kopi Kenangan - Super Indo Parangtritis Yogyakarta,"59G9+74H, Brontokusuman, Mergangsan, Yogyakarta City, Special Region of Yogyakarta 55143",8176562184,4.5,161,Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
72,KOPI PAKPOS NOL KM,"Jl. Panembahan Senopati No.2, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",,4.6,704,Cafe,"{Monday, 7.00 am–1.00 am; Tuesday, 7.00 am–1.00 am; Wednesday, 7.00 am–1.00 am; Thursday, 7.00 am–1.00 am; Friday, 7.00 am–1.00 am; Saturday, 7.00 am–1.00 am; Sunday, 7.00 am–1.00 am}"
73,Kopi Pakpos Toegoe,"Jl. Jend. Sudirman No.19, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",,4.7,88,Cafe,"{Monday, 9.00 am–12.00 am; Tuesday, 9.00 am–12.00 am; Wednesday, 9.00 am–12.00 am; Thursday, 9.00 am–12.00 am; Friday, 9.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
74,Kopine Eyang,"Jl. Panembahan, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",8562551697,4.6,518,,"{Monday, 8.00 am–11.30 pm; Tuesday, 8.00 am–11.30 pm; Wednesday, 8.00 am–11.30 pm; Thursday, 8.00 am–11.30 pm; Friday, 8.00 am–11.30 pm; Saturday, 8.00 am–11.30 pm; Sunday, 8.00 am–11.30 pm}"
75,Kupiku Coffee - Mandala Krida,"Jl. Sokonandi II No.9, Semaki, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",8992266010,4.7,943,Cafe,"{Monday, 7.00 am–1.00 am; Tuesday, 7.00 am–1.00 am; Wednesday, 7.00 am–1.00 am; Thursday, 7.00 am–1.00 am; Friday, 7.00 am–1.00 am; Saturday, 7.00 am–1.00 am; Sunday, 7.00 am–1.00 am}"
76,Lange Cafe,"Jl. Pakuningratan No.9, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",,4.9,129,,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
77,Le Travail Coffee,"Jl. Laksda Adisucipto No.19, Demangan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55221",82133970457,4.5,671,Cafe,"{Monday, 9.00 am–1.00 am; Tuesday, 9.00 am–1.00 am; Wednesday, 9.00 am–1.00 am; Thursday, 9.00 am–1.00 am; Friday, 9.00 am–1.00 am; Saturday, 9.00 am–1.00 am; Sunday, 9.00 am–1.00 am}"
78,Legend Coffee,"Jl. Abu Bakar Ali No.24-26, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",87705370974,4.4,"10,866",,"{Monday, 10.00 am–1.00 am; Tuesday, 10.00 am–1.00 am; Wednesday, 10.00 am–1.00 am; Thursday, 10.00 am–1.00 am; Friday, 10.00 am–1.00 am; Saturday, 10.00 am–1.00 am; Sunday, 10.00 am–1.00 am}"
79,LOKIO Coffee & Eatery - Mangkubumi,"Jl. Margo Utomo No.21, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",8895346650,4.8,113,,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
80,LOKIO Coffee & Eatery - Yogyatourium,"Jl. Gedongkuning No.128, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",82219688811,4.7,211,,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
81,Loko Cafe - Stasiun Tugu,"Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta",88802884398,4.1,218,,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
82,LOKO CAFE MALIOBORO,"Komp. Ps. Kembang, Jl. Ps. Kembang, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",81410909860,4.5,"7,658",,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
83,Lunaria Coffee Yogyakarta,"Jl. Gedongkiwo No.29, Gedongkiwo, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",,4.6,"1,258",Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
84,Lussid Coffee,"Jl. Taman Siswa No.95, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",,4.6,778,,"{Monday, 9.00 am–12.00 am; Tuesday, 9.00 am–12.00 am; Wednesday, 9.00 am–12.00 am; Thursday, 9.00 am–12.00 am; Friday, 9.00 am–12.00 am; Saturday, 9.00 am–12.00 am; Sunday, 9.00 am–12.00 am}"
85,Mamahké Jogja,"KT 1 329 Kraton, Jl. Taman, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",8118063080,4.5,"2,393",Cafe,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
86,Mandala Roastery,"Jl. Taman No.32, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",81262877771,4.9,115,Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
87,mari_ngopi The Independent Coffee,"59Q6+CPW, Jl. Ngadisuryan No.26b, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",,4.6,900,,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
88,MASH,"59X3+P9H, Jl. Prof. DR. Ki Amri Yahya, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167",82146120617,5,47,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
89,Metropole Coffee,"Jl. Nitikan Baru No.18, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",,4.5,377,Cafe,"{Monday, 12.00–10.00 pm; Tuesday, 12.00–10.00 pm; Wednesday, 12.00–10.00 pm; Thursday, 12.00–10.00 pm; Friday, 12.00–10.00 pm; Saturday, 12.00–10.00 pm; Sunday, 12.00–10.00 pm}"
90,mmmatcha Sudirman - Tugu Jogja,"Jl. Jend. Sudirman No.23, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",81128509979,4.9,90,Cafe,"{Monday, 7.00 am–2.00 am; Tuesday, 7.00 am–2.00 am; Wednesday, 7.00 am–2.00 am; Thursday, 7.00 am–2.00 am; Friday, 7.00 am–2.00 am; Saturday, 7.00 am–2.00 am; Sunday, 7.00 am–2.00 am}"
91,Moikai Coffee,"Jl. Taman Siswa No.27C, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",81228032298,4.6,211,Cafe,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
92,My Kopi-O!,"Jl. Candrakirana No.21, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",(0274)562883,4.6,"3,970",,"{Monday, 11.00 am–11.00 pm; Tuesday, 11.00 am–11.00 pm; Wednesday, 11.00 am–11.00 pm; Thursday, 11.00 am–11.00 pm; Friday, 11.00 am–11.00 pm; Saturday, 11.00 am–11.00 pm; Sunday, 11.00 am–11.00 pm}"
93,Nabe Coffee Kusuma,"Jl. Kusumanegara No.11, Semaki, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",,4.7,82,Cafe,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
94,Naudi Coffee & Eatery,"Jl. Pandega Marta Jl. Pogung Lor No.81, Pogung Lor, Sinduadi, Kec. Mlati, Kota Yogyakarta, Daerah Istimewa Yogyakarta",,4.8,65,Cafe,"{Monday, 7.30 am–11.00 pm; Tuesday, 7.30 am–11.00 pm; Wednesday, 7.30 am–11.00 pm; Thursday, 7.30 am–11.00 pm; Friday, 7.30 am–11.00 pm; Saturday, 7.30 am–11.00 pm; Sunday, 7.30 am–11.00 pm}"
95,Negra Coffee,"Jl. Polowijan No.42, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",85179666932,4.9,481,,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
96,Nest Coffee & Donuts,"Jl. Ringroad Selatan, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta",81391649697,4.6,"1,912",Cafe,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
97,Ng'laras Coffee & Gelato,"Jl. Gerilya No.813, RT.38/RW.10, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",82325658900,4.7,740,,"{Monday, 9.00 am–12.00 am; Tuesday, 9.00 am–12.00 am; Wednesday, 9.00 am–12.00 am; Thursday, 9.00 am–12.00 am; Friday, 9.00 am–12.00 am; Saturday, 9.00 am–12.00 am; Sunday, 9.00 am–12.00 am}"
98,Nimikri Bakery & Cafe,"Jl. Dr. Wahidin Sudirohusodo No.44b, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",,4.9,182,Cafe,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
99,Nol Kilometer Coffee & Tea Yogyakarta,"Jl. Pangurakan No.04, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",8882205555,4.7,852,,"{Monday, 7.00 am–11.00 pm; Tuesday, 7.00 am–11.00 pm; Wednesday, 7.00 am–11.00 pm; Thursday, 7.00 am–11.00 pm; Friday, 7.00 am–11.00 pm; Saturday, 7.00 am–11.00 pm; Sunday, 7.00 am–11.00 pm}"
100,Noren Coffee & Roastery,"Jl. Sosrokusuman No.178-109, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",85198543714,4.9,162,Cafe,"{Monday, 9.00 am–11.30 pm; Tuesday, 9.00 am–11.30 pm; Wednesday, 9.00 am–11.30 pm; Thursday, 9.00 am–11.30 pm; Friday, 9.00 am–11.30 pm; Saturday, 9.00 am–11.30 pm; Sunday, 9.00 am–11.30 pm}"
101,Nuju Coffee Sagan Yogyakarta | Coffee Shop Yogyakarta,"69CH+9Q5, Jl. Prof. Dr. Ir. Herman Johannes No.1030, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",,4.9,"1,425",Cafe,Open 24 Hours
102,Nyore Coffee & Space,"Jl. Margo Utomo No.79, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",0895-4172-52687,4.7,"1,496",Cafe,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–2.00 am; Saturday, 7.00 am–2.00 am; Sunday, 7.00 am–2.00 am}"
103,Oase Cafe & Resto - Tamansiswa,"Jl. Taman Siswa No.31, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",81225595758,4.5,806,,"{Monday, 3.00–11.00 pm; Tuesday, 3.00–11.00 pm; Wednesday, 3.00–11.00 pm; Thursday, 3.00–10.30 pm; Friday, 3.00–11.00 pm; Saturday, 3.00–11.00 pm; Sunday, Closed}"
104,OKID Cafe,"Jl. Panembahan No.1-3, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",81282228109,4.7,590,,"{Monday, 10.00 am–12.00 am; Tuesday, 10.00 am–12.00 am; Wednesday, 10.00 am–12.00 am; Thursday, 10.00 am–12.00 am; Friday, 10.00 am–12.00 am; Saturday, 10.00 am–12.00 am; Sunday, 10.00 am–12.00 am}"
105,Omah Kalang Coffee and Space ꧋ꦎꦩꦃꦏꦭꦁꦕꦺꦴꦥ꦳꧀ꦥ꦳ꦺꦪꦺꦄꦤ꧀ꦝ꧀ꦱ꧀ꦥꦕꦺ,"Jl. Tegal Gendu No.28, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",8811417107,4.4,464,Cafe,"{Monday, 8.00 am–10.30 pm; Tuesday, 8.00 am–10.30 pm; Wednesday, 8.00 am–10.30 pm; Thursday, 8.00 am–10.30 pm; Friday, 8.00 am–10.30 pm; Saturday, 8.00 am–10.30 pm; Sunday, 8.00 am–10.30 pm}"
106,Opera Pastry Cafe,"Jl. R.W. Monginsidi No.19, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55241",81139007619,4.8,861,,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
107,Peachy Coffee & Work Space,"Jl. Taman Siswa No.108 C, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",81322553818,4.6,"1,354",,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
108,Pengantar Kopi,"Gang Hansip Karno Waluyo Tukangan, Jl. Tegal Panggung DN II No.664, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",87745481347,4.6,352,,"{Monday, 9.00 am–12.00 am; Tuesday, 9.00 am–12.00 am; Wednesday, 9.00 am–12.00 am; Thursday, 9.00 am–12.00 am; Friday, 9.00 am–12.00 am; Saturday, 9.00 am–12.00 am; Sunday, 9.00 am–12.00 am}"
109,Petty Pot,"Jl. Sabirin No.16, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",,4.7,164,Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
110,Phin Kopi -------- Coffee & Eatery --------,"Jl. Bumijo No.2, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",89603331176,4.5,338,,"{Monday, 8.00 am–9.00 pm; Tuesday, 8.00 am–9.00 pm; Wednesday, 8.00 am–9.00 pm; Thursday, 8.00 am–9.00 pm; Friday, 8.00 am–9.00 pm; Saturday, 8.00 am–9.00 pm; Sunday, 8.00 am–9.00 pm}"
111,Pier Coffee,"Jl. Bumijo Tengah No.11, RW.001, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",,4.8,568,Cafe,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
112,Piezo Kopi Yogyakarta,"Jl. Sukonandi No.9, Semaki, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",,4.7,413,Cafe,"{Monday, 8.00 am–2.00 am; Tuesday, 8.00 am–2.00 am; Wednesday, 8.00 am–2.00 am; Thursday, 8.00 am–2.00 am; Friday, 8.00 am–2.00 am; Saturday, 8.00 am–2.00 am; Sunday, 8.00 am–2.00 am}"
113,Piyama Cafe Yogyakarta,"Jl. Pangeran Diponegoro No.87, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",8112658989,4.7,327,,"{Monday, 6.00 am–10.00 pm; Tuesday, 6.00 am–10.00 pm; Wednesday, 6.00 am–10.00 pm; Thursday, 6.00 am–10.00 pm; Friday, 6.00 am–10.00 pm; Saturday, 6.00 am–10.00 pm; Sunday, 6.00 am–10.00 pm}"
114,POENOKAWAN CAFE RESTO & GALLERY,"Jl. KH. Ahmad Dahlan No.71, RW.08, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55262",,4.6,288,,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
115,POFFEN,"Jl. Pakuningratan No.21 Kel. Cokrodiningratan ; Kec. Jetis Special Region of, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",8121515787,4.8,959,Cafe,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
116,Punika Deli,"Royal Ambarrukmo Lobby, Jl. Laksda Adisucipto No.81, Ambarukmo, Caturtunggal, Depok, Yogyakarta, Special Region of Yogyakarta 55281",274488488,4.7,438,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
117,Ramble Coffee Gading,"Jl. Mayjend Sutoyo No.9, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",85179912877,4.9,313,Cafe,"{Monday, 7.00 am–2.00 am; Tuesday, 7.00 am–2.00 am; Wednesday, 7.00 am–2.00 am; Thursday, 7.00 am–2.00 am; Friday, 7.00 am–2.00 am; Saturday, 7.00 am–2.00 am; Sunday, 7.00 am–2.00 am}"
118,Restless Coffee & Eatery,"Jl. Gayam No.3, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",87866885757,4.7,366,Cafe,"{Monday, 10.00 am–11.30 pm; Tuesday, 10.00 am–11.30 pm; Wednesday, 10.00 am–11.30 pm; Thursday, 10.00 am–11.30 pm; Friday, 10.00 am–11.30 pm; Saturday, 10.00 am–11.30 pm; Sunday, 10.00 am–11.30 pm}"
119,Resto dan Cafe Jogja Isvara Kitchen & Coffee,"Jl. Sultan Agung No.60, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",87733445562,4.5,"1,332",Cafe,"{Monday, 11.00 am–12.00 am; Tuesday, 11.00 am–12.00 am; Wednesday, 11.00 am–12.00 am; Thursday, 11.00 am–12.00 am; Friday, 11.00 am–12.00 am; Saturday, 11.00 am–12.00 am; Sunday, 10.00 am–11.00 pm}"
120,Ropang Village,"Jl. Kranji, Randuguang, Sariharjo, Kec. Ngaglik, Yogyakarta, Daerah Istimewa Yogyakarta 55581",81387871655,4.7,491,Cafe,"{Monday, 4.00–11.45 pm; Tuesday, 4.00–11.45 pm; Wednesday, 4.00–11.45 pm; Thursday, 4.00–11.45 pm; Friday, 4.00–11.45 pm; Saturday, 4.00 pm–12.45 am; Sunday, 4.00–11.45 pm}"
121,Ruang JAKA Coffee & Free Wifi,"Jl. Polowijan No.17B, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",85878072278,4.8,384,,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
122,Saka Coffee Yogyakarta,"Jl. Bener No.4, Bener, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55243",85891534419,4.7,976,Cafe,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 7.00 am–11.00 pm; Sunday, 7.00 am–10.00 pm}"
123,Sapa Seduh,"Jl. Lowanu No.105, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 63361",0882-0076-73321,4.8,742,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
124,Sapulu Coffee,"Jl. Panembahan Mangkurat No.10, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",(0274)4289475,4.6,625,Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
125,Satu Lokasi Coffee & Store,"Jl. Sareh No.5, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",85962362576,4.7,314,,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
126,Sebelas Coffee - HOS COKRO,"Jl. HOS Cokroaminoto No.123, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",85117439369,4.1,191,Cafe,Open 24 Hours
127,Sebelas Coffee - Veteran,"Jl. Pandeyan No.24, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",85117439369,4.6,253,Cafe,Open 24 Hours
