No,Title,Address,Phone,Rating,Reviews,Type,Hours
87,Eternity Coffee,"Jalan Kaliurang KM 12 Ngaglik, Candi Karang, Sardonoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",#ERROR!,4.8,1680,Coffee shop,Open 24 hours
88,Ethikopia CoffeeBay,"Karang Geneng, Sendangadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55285",0895-4219-06651,4.7,"2,101",Coffee shop,Open 24 hours
89,Ever Coffee Yogyakarta,"Jl. Rogoyudan 1 No.1, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",0895-6104-59703,4.6,464,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
90,Fifth Note,"Jl. Damai No.5A, Karang Moko, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",,4.8,97,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
91,Filosofi Kopi Jogja,"Jl. Pandhawa No.001/17, Tegal Rejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",8170737027,4.5,11297,Coffee shop,Open ⋅ Closes 10:30 PM
92,Flavf Coffee Industries,"Niron, Pandowoharjo, Sleman, Sleman Regency, Special Region of Yogyakarta 55512, Indonesia",#ERROR!,,,Coffee shop,
93,Fordo Espresso Bar,"Kaliurang St Jl. Pogung Kidul No.34-33, Pogung Kidul, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284",82325656909,4.6,282,Cafe,Open 24 Hours
94,Fore Coffee - Kaliurang,"Kaliurang St No.KM 5, Karang Wuni, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55153",81211118456,4.4,"1,955",,"{Monday, 7.00 am–11.00 pm; Tuesday, 7.00 am–11.00 pm; Wednesday, 7.00 am–11.00 pm; Thursday, 7.00 am–11.00 pm; Friday, 7.00 am–11.00 pm; Saturday, 7.00 am–11.00 pm; Sunday, 7.00 am–11.00 pm}"
95,Freday coffe shop,"Plalangan, Pandowoharjo, Kec. Sleman, Yogyakarta, Daerah Istimewa Yogyakarta 55512, Indonesia",#ERROR!,,,Coffee shop,Closed ⋅ Opens 2 PM
96,Funkydak,"Jl. Garuda No.45, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",82124370066,4.1,554,Cafe,"{Monday, 10.00 am–11.00 pm; Tuesday, 10.00 am–11.00 pm; Wednesday, 10.00 am–11.00 pm; Thursday, 10.00 am–11.00 pm; Friday, 10.00 am–11.00 pm; Saturday, 10.00 am–11.00 pm; Sunday, 10.00 am–11.00 pm}"
97,GACA The Publik Haus,"Jl. Gatotkaca No.1G, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.7,133,Cafe,"{Monday, 10.00 am–11.00 pm; Tuesday, 10.00 am–11.00 pm; Wednesday, 10.00 am–11.00 pm; Thursday, 10.00 am–11.00 pm; Friday, 10.00 am–11.00 pm; Saturday, 10.00 am–11.00 pm; Sunday, 10.00 am–11.00 pm}"
98,GANDHARA COFFE,"Jl. Palagan Tentara Pelajar No.52, Tegal Rejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",817278146,4.9,31,Coffee shop,Open ⋅ Closes 12 AM
99,Gaskara Coffee & Vibes,"Kutu Wates, Kutu Asem, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55241",85117300186,5,605,Cafe,"{Monday, 8.00 am–3.00 am; Tuesday, 8.00 am–3.00 am; Wednesday, 8.00 am–3.00 am; Thursday, 8.00 am–3.00 am; Friday, 8.00 am–3.00 am; Saturday, 8.00 am–3.00 am; Sunday, 8.00 am–3.00 am}"
100,Gemati Cafe and Space Yogyakarta,"Jl. Sidomukti, Tiyosan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.6,631,Coffee shop,Open ⋅ Closes 12 AM
101,GOHO Coffee & Eatery,"Jl. Wahid Hasyim No.32, RT.07/RW25/RW.Widoro baru, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",85117786100,4.8,686,Coffee shop,Open ⋅ Closes 12 AM
102,Halte Coffee,"78JX+HVF, Drono, Tridadi, Sleman, Sleman Regency, Special Region of Yogyakarta 55511, Indonesia",,4.5,23,Coffee shop,Closed ⋅ Opens 4 PM
103,Hayati | Specialty Coffee,"Jl. Demangan Baru No.7, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",81225345877,4.6,"2,664",,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
104,Hexagon Gelato & Coffee,"Kampus Terpadu UII, Universitas Islam Indonesia, Kaliurang St No.KM 14,5, Krawitan, Umbulmartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",#ERROR!,5,114,Coffee shop,Open ⋅ Closes 5 PM
105,Hitam Manis Kedai Kopi - Yogyakarta,"Jl. Gerilya, Pondok, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",82138552339,4.7,397,Cafe,"{Monday, 8.30 am–12.00 am; Tuesday, 8.30 am–12.00 am; Wednesday, 8.30 am–12.00 am; Thursday, 8.30 am–12.00 am; Friday, 8.30 am–12.00 am; Saturday, 8.30 am–12.00 am; Sunday, 8.30 am–12.00 am}"
106,Hoja Coffee Bar,"69MH+MRF, Kocoran CT.III, RT.5/RW.3, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",,4.3,199,Cafe,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–12.00 am; Saturday, 7.00 am–12.00 am; Sunday, 7.00 am–12.00 am}"
107,Hwaiting Linz Coffee,"Perumahan Jl. Griya Taman Asri No.209 Blok H, RT.02/RW.35, Padukuhan Panasan, Donoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55518, Indonesia",,5,9,Coffee shop,Open ⋅ Closes 9 PM
108,Ibaia Coffee,"Banteran, Jl. Noto Sukardjo, Donoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",82289988384,4.5,"1,043",Coffee shop,Open ⋅ Closes 11 PM
109,Infinity Coffee Sleman City Hall,"City Hall, Lantai 2, Sleman Regency, Special Region of Yogyakarta 55511",,4.8,128,Coffee shop,Open ⋅ Closes 10 PM
110,Isvara Riverside,"Nambongan, Tlogoadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55286",87733445563,4.5,"2,388",Cafe,"{Monday, 10.00 am–11.00 pm; Tuesday, 10.00 am–11.00 pm; Wednesday, 10.00 am–11.00 pm; Thursday, 10.00 am–11.00 pm; Friday, 10.00 am–11.00 pm; Saturday, 9.00 am–12.00 am; Sunday, 9.00 am–11.00 pm; }"
111,Ivy Coffee,"Jl. Sidomukti, Tiyosan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.5,"2,243",Coffee shop,Open ⋅ Closes 1 AM
112,KAKO SPACE,"68Q7+CQP, Ngrenak Kidul, Sidomoyo, Godean, Sleman Regency, Special Region of Yogyakarta 55264",,4.8,59,Coffee shop,Closed ⋅ Opens 4:30 PM
113,Kaktus Coffee Place,"Jl. Gondang Raya No.4-5, RT.08/RW.63, Kentungan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",82226903743,4.7,"3,697",Cafe,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
114,Kali coffee & eatery,"89FQ+G43, Jl. Balong - Degolan, Jetis Suruh, Donoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia",#ERROR!,5,1,Coffee shop,Closed ⋅ Opens 5 pm
115,Kalola Perumnas,"Jl. Perumnas, Dabag, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",81314040606,4.9,431,Cafe,"{Monday, 9.00 am–4.00 am; Tuesday, 9.00 am–4.00 am; Wednesday, 9.00 am–4.00 am; Thursday, 9.00 am–4.00 am; Friday, 9.00 am–4.00 am; Saturday, 9.00 am–4.00 am; Sunday, 9.00 am–4.00 am}"
116,Kampoeng Coffee Brew,"Jl. Umbul Permai No.101, Lojajar, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",82139120945,4.6,32,Coffee shop,Open ⋅ Closes 11 PM
117,Kancane Coffee & Tea Bar,"Jl. Watugede No.58-63, Wonorejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",81228858989,4.8,978,Coffee shop,Open ⋅ Closes 12 AM
118,Kedai KopiKita,"Jl. Salak turi km.1, Ds. KEPITU RT/RW 04/018, Kelurahan, Wadas, Trimulyo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55513",87834198643,4.8,209,Coffee shop,Open ⋅ Closes 11 PM
119,Kemari Coffee & space jakal,"Gg. Pandega Mandala No.3b, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.6,563,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
120,Kian Kopi,"Jl. Pamungkas No.5, Koplak, Umbulmartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584, Indonesia",#ERROR!,4.8,227,Coffee shop,Closed ⋅ Opens 12 PM
121,Kickback Coffee,"Jl. Yudistiro No.22, Gentan, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",,5,95,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
122,KLA ARABICA,"Jl. Waringinsari I No.77, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.9,136,Cafe,"{Monday, 2.00–10.00 pm; Tuesday, 2.00–10.00 pm; Wednesday, 2.00–10.00 pm; Thursday, 2.00–10.00 pm; Friday, 2.00–10.00 pm; Saturday, 2.00–10.00 pm; Sunday, 2.00–10.00 pm}"
123,Klasik Coffee House,"RT.01/RW.11, Dero Wetan, Harjobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582, Indonesia",#ERROR!,,,Coffee shop,Open ⋅ Closes 5 PM
124,Klinik Kopi,"Jl. Kaliurang KM. 7,8 Sinduharjo Ngaglik Sleman Daerah Istimewa, Yogyakarta, Daerah Istimewa Yogyakarta 55581",81392784240,4.7,"2,944",Coffee shop,Open ⋅ Closes 1:30 PM
125,Koat Coffee Jakal,"Jalan Kaliurang Km 12, Sardonoharjo, Sleman Regency, Special Region of, Yogyakarta, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia",,4.6,162,Coffee shop,Open 24 hours
126,Koat Coffee Palagan,"Jl.Palagan Tentara Pelajar, Sariharjo, Kabupaten Sleman Yogyakarta, Daerah Istimewa Yogyakarta 55581",85727055606,4.5,812,Cafe,Open 24 Hours
127,Koffie van Gayo - Coffee Roasters & Coffee Shop,"Jl. Apel No.Kav.3, Nglaban, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581, Indonesia",#ERROR!,5,1,Coffee shop,
128,Kolbano Coffee & Eatery,"Bodeh, Ambarketawang, Gamping, Sleman Regency, Special Region of Yogyakarta 55294",81392668609,4.2,"1,365",,"{Monday, 10.00 am–10.00 pm; Tuesday, 10.00 am–10.00 pm; Wednesday, 10.00 am–10.00 pm; Thursday, 10.00 am–10.00 pm; Friday, 10.00 am–10.00 pm; Saturday, 10.00 am–10.30 pm; Sunday, 10.00 am–10.30 pm}"
129,Kopi Calf To Go Jakal,"Kaliurang St No.Km. 5, Karang Wuni, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281",85133844639,4.5,288,Cafe,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
130,Kopi Djitoe,"Jl. Nila, Kranggahan I, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291",81382485365,4.7,397,Coffee shop,Open ⋅ Closes 10 PM
131,Kopi Embung,"Janturan, Tirtoadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55288",82223133233,4.5,639,Coffee shop,Open ⋅ Closes 10 PM
132,Kopi Gareng,"Desa Jl. Turgogede, Bondosari, Harjobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582, Indonesia",#ERROR!,4.5,1356,Coffee shop,Open ⋅ Closes 8 PM
133,Kopi Glondong,"8C36+X2W, Jl. Candi Winangun, Candi Winangun, Sardonoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",#ERROR!,4.7,53,Coffee shop,Closed ⋅ Opens 3 pm
134,Kopi Kenangan - Alfamidi Super Kaliurang KM 9,"Alfamidi Super, Jl. Kaliurang No.1 Blok A, Gondangan, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",817439772,4.3,69,Cafe,Open 24 Hours
135,Kopi Kenangan - Pakuwon Jogja,"Jl. Ring Road Utara, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",8179275317,4.1,53,Cafe,"{Monday, 10.00 am–10.00 pm; Tuesday, 10.00 am–10.00 pm; Wednesday, 10.00 am–10.00 pm; Thursday, 10.00 am–10.00 pm; Friday, 10.00 am–10.00 pm; Saturday, 10.00 am–10.00 pm; Sunday, 10.00 am–10.00 pm}"
136,Kopi Kenangan - RSUP Dr. Sardjito Yogyakarta,"69JF+VCM JL. Kesehatan Sekip, Sendowo, Sinduadi, Sleman Regency, Special Region of Yogyakarta 55281",8179275304,4.5,86,Cafe,
137,Kopi Kenangan - Ruko Colombo Yogyakarta,"Jl. Colombo No.06, Samirono, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",81944219460,4.6,200,Cafe,Open 24 Hours
138,Kopi Kenangan - Ruko Jalan Seturan,"Depan Sekolah Budi Mulia Dua, Jl. Seturan Raya, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",8174863154,4.6,739,Cafe,Open 24 Hours
139,Kopi Kenangan - Ruko Kaliurang KM 5 Yogyakarta,"Jl. Kaliurang No.KM 5 No 36, RT.013/RW.05, Karang Wuni, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",81944215057,4,126,Cafe,
140,Kopi Kenangan - Ruko Kaliurang Yogyakarta,"Kaliurang St No.51 B, Kentungan, Condong Catur, Depok, Sleman Regency, Special Region of Yogyakarta 55281",8170739149,4.5,499,Cafe,Open 24 Hours
141,Kopi Kenangan - Sleman City Hall,"Jl. Gito Gati Jl. Grojogan No.Km. 1, Penggung, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511",8179140008,4.3,136,Cafe,"{Monday, 10.00 am–10.00 pm; Tuesday, 10.00 am–10.00 pm; Wednesday, 10.00 am–10.00 pm; Thursday, 10.00 am–10.00 pm; Friday, 10.00 am–10.00 pm; Saturday, 10.00 am–10.00 pm; Sunday, 10.00 am–10.00 pm}"
142,Kopi Sejiwa,"Jl. Griya Taman Asri No.25, Grojogan, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55512",83869618295,4.5,323,Coffee shop,Open ⋅ Closes 11 PM
143,KOPI TOMAN,"Jl. Amarta Jl. Ngalangan Raya No.1, Gondangan, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581, Indonesia",#ERROR!,4.7,45,Coffee shop,Closed ⋅ Opens 12 pm
144,Kopi Zop,"Garrya Bianti Yogyakarta, Jl. Gabugan Raya, Gabugan, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55512",8887088881,5,50,Cafe,"{Monday, 11.00 am–11.00 pm; Tuesday, 11.00 am–11.00 pm; Wednesday, 11.00 am–11.00 pm; Thursday, 11.00 am–11.00 pm; Friday, 11.00 am–11.00 pm; Saturday, 11.00 am–11.00 pm; Sunday, 11.00 am–11.00 pm}"
145,Kopine Kancaku,"Jl. Palagan Tentara Pelajar Brengosan, RT.006/RW.009, Balong, Donoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",#ERROR!,4.8,38,Coffee shop,Closed ⋅ Opens 12 pm
146,Kupiku Coffee - Condong Catur,"Jl. Anggajaya 1 No.8, Gejayan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",8985906105,4.6,"1,303",Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
147,Kyou Matcha Bar,"Monjali St No.90, Kutu Dukuh, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284",81127013878,4.9,884,Cafe,"{Monday, 7.00 am–2.00 am; Tuesday, 7.00 am–2.00 am; Wednesday, 7.00 am–2.00 am; Thursday, 7.00 am–2.00 am; Friday, 7.00 am–2.00 am; Saturday, 7.00 am–2.00 am; Sunday, 7.00 am–2.00 am}"
148,Lantai Bumi,"Jl. Pogung Baru, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",,4.4,"3,399",,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
149,Lapo Nusantara coffee shop,"Jl. KRT Pringgodiningrat No.RT09, RW.01, Paten, Tridadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Indonesia",,5,5,Coffee shop,
150,"LE PAPITO - Coffee, Pastry & Eatery","Jl. Palagan Tentara Pelajar No.7, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",88215513420,4.8,107,Coffee shop,Open ⋅ Closes 11 PM
151,Lek Mar Roastery,"8C7C+V3M, Jalan Nglempong Sari, RT.1/RW.15, Ngemplak, Umbulmartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584, Indonesia",,5,1,Coffee shop,
152,Lestari Corner Coffee,"Jl. Nangka, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",87811122333,4.7,"2,323",Coffee shop,Open 24 hours
153,Limitless Cafe,"Jl. KH Ahmad Munajah, Corongan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",811835201,4.7,250,Coffee shop,Open ⋅ Closes 11 PM
154,Ling Lung Kopi & Eatery,"Jl. Perumnas No.50C, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.4,"5,648",Coffee shop,
155,Linus Coffee and Space,"Panggung Sari, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta",81227205091,4.9,60,Coffee shop,Open ⋅ Closes 11 PM
156,Living option coffee,"Lodadi, Umbulmartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584, Indonesia",#ERROR!,4.9,31,Coffee shop,Open ⋅ Closes 10 PM
157,Loe Goe,"Jl. Surirejo, Area Sawah, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",(0274)2878669,,,Cafe,"{Monday, Closed; Tuesday, 11.00 am–9.00 pm; Wednesday, 11.00 am–9.00 pm; Thursday, 11.00 am–9.00 pm; Friday, 11.00 am–9.00 pm; Saturday, 11.00 am–9.00 pm; Sunday, 11.00 am–9.00 pm}"
158,LOR espresso bar,"Jl. Palagan Tentara Pelajar No.57, RW.21, Panggung Sari, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",81936335998,4.7,342,Coffee shop,
159,LUK Coffee & Book - Maguwoharjo,"Krodan, Maguwoharjo, Depok, Sleman Regency, Special Region of Yogyakarta 55281",,4.6,931,Coffee shop,Open ⋅ Closes 12 AM
160,Luke & Friends Coffee,"Gg. Pangkur. 2, Jl. Kaliurang No.KM. 5, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",85962362576,4.8,65,Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
161,Lvl Up Coffee,"Jl. Sinduadi, Kutu Patran, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",85175403458,4.7,378,Cafe,"{Monday, 10.00 am–1.00 am; Tuesday, 10.00 am–1.00 am; Wednesday, 10.00 am–1.00 am; Thursday, 10.00 am–1.00 am; Friday, 10.00 am–1.00 am; Saturday, 10.00 am–1.00 am; Sunday, 10.00 am–1.00 am}"
162,Machia Social Space - Palagan,"Jl. Palagan Tentara Pelajar, RW.5, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",81127013858,4.9,"1,569",Cafe,Open 24 Hours
163,Machia Social Space - Seturan,"Jl. Seturan Square, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",81120713889,5,"1,728",Cafe,Open 24 Hours
164,Mail Coffee,"Jl. Gn. Gamping, Gamping Tengah, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55294",88227344641,4.6,29,Cafe,"{Monday, 3.00 pm–12.00 am; Tuesday, 3.00 pm–12.00 am; Wednesday, 3.00 pm–12.00 am; Thursday, 3.00 pm–12.00 am; Friday, 3.00 pm–12.00 am; Saturday, 3.00 pm–12.00 am; Sunday, 3.00 pm–12.00 am}"
165,Marisini Coffee,"798X+QQ2, Jl. Sidomukti, Tiyosan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",81319131389,4.4,"2,662",Coffee shop,Open ⋅ Closes 10 PM
166,Maspee Coffee,"Gadingan, Sinduharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581, Indonesia",#ERROR!,4.6,92,Coffee shop,Open ⋅ Closes 12 AM
167,Mato Kopi,"Jl. Selokan Mataram, Dabag, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",818204635,4.4,"5,401",Coffee shop,Open 24 hours
168,Matta Coffee House(꧋ꦩꦠ꧀ꦠꦕꦺꦴꦥ꦳꧀ꦥ꦳ꦺꦪꦺꦲꦺꦴꦈꦱꦺ),"Jl. Ngelarensari No.143, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",82324058433,4.8,34,Coffee shop,Open ⋅ Closes 11 PM
169,Mie Aceh Keudè Mangat,"Jl. Griya Taman Asri No.21, Grojogan, Pandowoharjo, Sleman, Sleman Regency, Special Region of Yogyakarta 55512, Indonesia",#ERROR!,4.7,61,Coffee shop,Open ⋅ Closes 10 PM
170,MIGUNA coffee,"Jl. Nglempongsari IV No.A21, Randuguang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",817467982,5,25,Coffee shop,Open ⋅ Closes 9 PM
171,Mohan Café,"8929+V2P, Dekat, Kleben Moncosan, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55512",81325877887,4.7,251,Cafe,"{Monday, 9.00 am–9.00 pm; Tuesday, 9.00 am–9.00 pm; Wednesday, 9.00 am–9.00 pm; Thursday, 9.00 am–9.00 pm; Friday, 9.00 am–9.00 pm; Saturday, 9.00 am–9.00 pm; Sunday, 9.00 am–9.00 pm}"
172,Mor Cafe & Beauty,"Jl. Affandi No.27, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.8,225,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
173,Morning Coffee,"Jln. Gito gati, kamdanen Rejodani, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581, Indonesia",#ERROR!,,,Coffee shop,Open ⋅ Closes 6 PM
174,Mossa Coffee,"Jl. Wijaya Kusuma No.234, Dero, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",81248485660,4.9,95,Coffee shop,Open ⋅ Closes 12 AM
175,Mr Like,"Jl. Gambir, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",85175222343,4.6,676,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
176,Mukalla coffee,"Jl. Candi Gebang No.1, Beran Kidul, Tridadi, Sleman, Sleman Regency, Special Region of Yogyakarta 55511, Indonesia",,4.9,28,Coffee shop,
177,Namu Coffee House,"Jl. Kabupaten No.110, Salakan, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291",83822664360,4.7,115,Coffee shop,Open ⋅ Closes 10 PM
